Geneid,baseMean,log2FoldChange,lfcSE,pvalue,padj,comparison,Ensembl,gene_symbol,gene_type,DEG_class
ENSG00000172716.19,1625.056526738615,15.04815514598863,2.871929049370143,3.6288512821282e-32,2.5386376145988637e-31,HuT78_vs_HH,ENSG00000172716,SLFN11,protein_coding,Up
ENSG00000184719.14,730.8709957140321,14.974885338584212,2.8861531478932263,1.220069407930058e-31,8.386690186472809e-31,HuT78_vs_HH,ENSG00000184719,RNLS,protein_coding,Up
ENSG00000265972.8,1058.3817470640615,14.897877519269002,2.7546833450146884,1.8991863261483842e-31,1.2979599050179281e-30,HuT78_vs_HH,ENSG00000265972,TXNIP,protein_coding,Up
ENSG00000159228.14,1619.5293149977804,14.8724870416768,2.7139040466248847,3.5814695565210765e-32,2.5068363442609663e-31,HuT78_vs_HH,ENSG00000159228,CBR1,protein_coding,Up
ENSG00000015475.21,1144.383149128887,14.738657526901974,2.729664246969826,2.0593651201439587e-31,1.4052201890490165e-30,HuT78_vs_HH,ENSG00000015475,BID,protein_coding,Up
ENSG00000136231.16,752.8988665518156,14.724203686431318,2.8551664904372576,1.1652558372656534e-30,7.720782576046396e-30,HuT78_vs_HH,ENSG00000136231,IGF2BP3,protein_coding,Up
ENSG00000173762.10,463.3875024220098,14.709310584541607,3.251385172075939,7.915571391435636e-29,4.875408409479236e-28,HuT78_vs_HH,ENSG00000173762,CD7,protein_coding,Up
ENSG00000169442.10,630.3764774565027,14.671362425261927,3.4072425310667893,1.4922534274439468e-13,4.550430257341357e-13,HuT78_vs_HH,ENSG00000169442,CD52,protein_coding,Up
ENSG00000159217.12,853.61418149852625,14.669901067996552,3.0124163282053154,6.612206610172019e-30,4.253548309495159e-29,HuT78_vs_HH,ENSG00000159217,IGF2BP1,protein_coding,Up
ENSG00000168421.15,1089.5327921130436,14.57781112348441,2.721015100680308,8.654173488664752e-31,5.766351895591396e-30,HuT78_vs_HH,ENSG00000168421,RHOH,protein_coding,Up
ENSG00000185340.18,1732.088043752215,14.440077134054587,2.7102077402207345,2.468514970329796e-30,1.6102179984138254e-29,HuT78_vs_HH,ENSG00000185340,GAS2L1,protein_coding,Up
ENSG00000154127.11,595.7396970393705,14.434257492955657,2.7882675174939053,1.332974494954218e-29,8.44562790118538e-29,HuT78_vs_HH,ENSG00000154127,UBASH3B,protein_coding,Up
ENSG00000073849.18,547.2333804454358,14.41015858793252,3.024242761859067,8.856136578256234e-29,5.434182110377284e-28,HuT78_vs_HH,ENSG00000073849,ST6GAL1,protein_coding,Up
ENSG00000100336.19,412.75835160885526,14.289620425969808,3.0989541536995455,1.4506825803033818e-25,7.871251485884253e-25,HuT78_vs_HH,ENSG00000100336,APOL4,protein_coding,Up
ENSG00000198829.8,348.5651531406323,14.259174076745511,3.220918904268216,7.530789886399125e-27,4.2747728479721166e-26,HuT78_vs_HH,ENSG00000198829,SUCNR1,protein_coding,Up
ENSG00000124785.11,425.11834333367943,14.241221846834714,2.943329742957819,1.9452289471420417e-28,1.1797193517032215e-27,HuT78_vs_HH,ENSG00000124785,NRN1,protein_coding,Up
ENSG00000148834.15,1519.4851138778552,14.236799895554988,2.675256561513684,1.2113318863972559e-29,7.697361518973885e-29,HuT78_vs_HH,ENSG00000148834,GSTO1,protein_coding,Up
ENSG00000137078.12,627.5321601351509,14.21098837185644,2.995639697899361,5.236263084736033e-28,3.11902270490698e-27,HuT78_vs_HH,ENSG00000137078,SIT1,protein_coding,Up
ENSG00000128268.13,339.2258068534752,14.189120848288026,3.1839772244443654,5.629698739029634e-27,3.2166533829799746e-26,HuT78_vs_HH,ENSG00000128268,MGAT3,protein_coding,Up
ENSG00000135503.15,651.8891690004152,14.176684895878674,2.7373963859911314,9.82148634306229e-29,6.0095507750765645e-28,HuT78_vs_HH,ENSG00000135503,ACVR1B,protein_coding,Up
ENSG00000091490.13,970.4892786437234,14.147757297949438,2.709546499559989,6.476513199599979e-29,3.9928285965178105e-28,HuT78_vs_HH,ENSG00000091490,SEL1L3,protein_coding,Up
